Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I
external_short_Picorna_LAB_1_internal_1	0	49	62	0	0	0	38	0	89
external_short_Picorna_VP1_4_Mammalia_1	0	0	56	0	0	0	0	85	78
external_short_Picorna_VP1_4_internal_1	0	0	257	0	0	0	0	0	64
external_short_Picorna_VP1_9_Mammalia_1	0	0	94	0	0	0	0	60	64
external_short_Picorna_VP1_9_internal_1	0	0	352	0	0	0	0	403	247
external_short_Picorna_VP1_9_internal_2	0	0	0	0	0	0	0	169	401
external_short_Picorna_VP3_4_internal_1	0	0	124	0	0	0	0	40	0
external_short_Picorna_VP3_6_Mammalia_1	0	0	97	0	0	0	0	0	126
external_short_Picorna_VP3_6_internal_1	0	0	302	0	0	0	0	0	125
external_short_Rhabdo_G_2_internal_1	29	25	39	0	0	0	39	29	0
external_short_Rhabdo_G_5_Mammalia_1	39	51	286	14	19	11	53	56	58
external_short_Rhabdo_G_5_Mammalia_2	48	25	296	63	49	13	19	8	144
external_short_Rhabdo_G_5_Mammalia_3	15	0	60	0	0	0	0	34	30
external_short_Rhabdo_G_5_internal_1	81	0	346	0	0	0	0	107	86
external_short_Rhabdo_G_5_internal_2	82	56	318	15	4	1	5	40	109
external_short_Rhabdo_G_5_internal_3	38	0	168	0	0	0	41	93	0
external_short_Rhabdo_L_1_Actinopterygii_1	23	62	110	0	0	0	0	94	0
external_short_Rhabdo_L_1_internal_1	0	0	52	0	0	0	0	98	24
external_short_Rhabdo_M_3_internal_1	13	0	50	0	0	0	0	58	21
external_short_Rhabdo_N_1_internal_1	21	52	0	0	0	34	76	47	0
external_short_Rhabdo_N_3_Mammalia_1	96	0	207	0	0	0	62	44	23
external_short_Rhabdo_N_3_internal_1	74	13	246	11	22	28	27	18	72
external_short_Rhabdo_P_1_Mammalia_1	61	99	262	0	0	0	83	0	44
external_short_Rhabdo_P_1_internal_1	53	47	406	56	6	2	12	57	21
external_short_Rhabdo_P_1_internal_2	61	0	175	0	0	0	0	122	41
external_short_Toga_C_2_internal_1	0	0	121	0	0	0	0	0	200
external_short_Toga_E1_3_Homo_sapiens_1	15	0	56	0	28	0	23	19	27
external_short_Toga_E1_3_Insecta_1	0	31	71	0	0	0	0	0	28
external_short_Toga_E1_3_Mammalia_1	12	0	62	0	0	0	0	23	38
external_short_Toga_E1_3_internal_1	0	0	123	0	255	0	0	71	99
external_short_Toga_E1_3_internal_2	19	0	102	0	248	0	0	0	110
external_short_Toga_E1_3_internal_3	14	0	70	0	153	0	0	0	50
external_short_Toga_E2_2_Homo_sapiens_1	13	0	132	0	0	0	47	0	60
external_short_Toga_E2_2_Mammalia_1	23	42	64	0	68	12	36	0	0
external_short_Toga_E2_2_internal_1	35	289	285	0	0	0	0	0	302
external_short_Toga_E2_2_internal_2	19	329	135	1	6	10	82	114	171
external_short_Toga_E2_2_internal_3	11	173	29	8	45	11	103	31	227
external_short_Toga_E2_2_internal_4	8	241	79	13	101	4	53	4	170
external_short_Toga_NSP2_2_Homo_sapiens_1	0	43	83	0	0	0	48	0	52
external_short_Toga_NSP2_2_internal_1	0	30	18	0	0	0	42	0	46
external_short_Toga_NSP3_1_Insecta_1	18	0	76	0	0	0	80	0	0
external_short_Toga_NSP3_1_Mammalia_1	20	0	36	0	31	0	56	0	39
external_short_Toga_NSP3_1_internal_1	27	0	144	0	0	0	52	0	67
external_short_Toga_P150_1_Homo_sapiens_1	0	0	170	0	0	0	0	0	0
external_short_Toga_P150_1_internal_1	0	0	114	0	0	0	0	141	95
external_short_West_Nile_virus_Blue_Jay_1	56	0	388	0	0	0	203	0	195
external_short_West_Nile_virus_Crow_1	48	0	359	0	0	0	313	150	295
external_short_West_Nile_virus_Crow_2	26	0	175	0	0	0	155	105	144
external_short_West_Nile_virus_Crow_3	34	0	218	0	0	0	181	0	181
external_short_West_Nile_virus_Crow_4	0	0	70	0	0	0	53	71	0
external_short_West_Nile_virus_Goshawk_1	7	0	71	0	0	0	33	29	11
external_short_West_Nile_virus_Horse_1	7	67	118	5	10	8	63	16	65
external_short_West_Nile_virus_Human_1	28	0	301	0	0	0	113	0	205
external_short_West_Nile_virus_Human_2	37	0	248	0	0	0	64	86	196
external_short_West_Nile_virus_Human_3	0	0	130	0	0	0	144	217	174
external_short_West_Nile_virus_Mosquito_1	51	0	430	0	0	0	323	0	331
external_short_West_Nile_virus_Mosquito_2	31	0	155	0	0	0	180	90	184
external_short_West_Nile_virus_Mosquito_3	34	0	233	0	0	0	94	131	161
external_short_West_Nile_virus_Mosquito_4	41	0	158	0	0	0	144	110	243
external_short_West_Nile_virus_Mosquito_5	0	0	268	0	0	0	139	171	152
external_short_West_Nile_virus_Mosquito_6	0	0	206	0	0	0	177	61	165
external_short_West_Nile_virus_Northern_House_Mosquito_1	0	0	274	0	0	41	173	0	308
external_short_West_Nile_virus_Northern_House_Mosquito_2	0	0	204	0	0	0	182	94	79
external_short_West_Nile_virus_Southern_House_Mosquito_1	0	0	259	0	0	0	95	110	204
external_short_West_Nile_virus_Southern_House_Mosquito_2	28	0	286	0	0	0	83	96	202
external_short_West_Nile_virus_Southern_House_Mosquito_3	0	0	39	0	0	0	30	0	115
external_short_West_Nile_virus_internal_1	0	0	290	0	0	0	100	96	148
external_short_West_Nile_virus_internal_10	0	90	160	0	0	0	162	0	249
external_short_West_Nile_virus_internal_11	0	0	197	0	0	0	124	95	257
external_short_West_Nile_virus_internal_12	0	0	173	0	0	0	128	195	100
external_short_West_Nile_virus_internal_13	33	0	211	0	0	0	103	72	267
external_short_West_Nile_virus_internal_14	0	0	151	0	0	0	59	49	156
external_short_West_Nile_virus_internal_2	0	0	169	0	0	30	149	105	195
external_short_West_Nile_virus_internal_3	27	0	213	0	0	0	180	63	114
external_short_West_Nile_virus_internal_4	45	0	200	0	0	0	228	0	222
external_short_West_Nile_virus_internal_5	28	0	220	0	0	0	132	77	145
external_short_West_Nile_virus_internal_6	0	0	373	0	0	0	166	0	176
external_short_West_Nile_virus_internal_7	36	104	56	26	169	5	104	232	211
external_short_West_Nile_virus_internal_8	28	0	133	0	0	0	183	145	134
external_short_West_Nile_virus_internal_9	37	0	193	0	0	0	193	0	221
external_short_Zaire_ebolavirus_Human_1	0	124	213	0	71	0	49	0	56
external_short_Zaire_ebolavirus_Human_2	0	63	175	0	0	16	0	0	0
external_short_Zaire_ebolavirus_internal_1	0	76	145	0	0	0	0	0	30
external_short_Zaire_ebolavirus_internal_2	3	53	89	1	15	24	61	8	7
external_short_Zaire_ebolavirus_internal_3	29	0	131	0	58	25	94	36	21
external_short_Zika_virus_Human_1	35	0	221	0	0	0	136	182	175
external_short_Zika_virus_Human_2	30	0	240	0	0	0	0	105	287
external_short_Zika_virus_Human_3	48	0	347	0	0	0	0	149	318
external_short_Zika_virus_Human_4	44	0	200	0	0	0	91	122	202
external_short_Zika_virus_Human_5	30	0	116	0	0	0	0	94	103
external_short_Zika_virus_Human_6	0	0	150	0	0	0	49	126	94
external_short_Zika_virus_Human_7	25	0	229	0	0	0	56	149	115
external_short_Zika_virus_Lab_host_1	4	3	77	3	3	1	19	60	9
external_short_Zika_virus_internal_1	42	0	318	0	0	0	65	59	184
external_short_Zika_virus_internal_2	25	0	255	0	0	0	73	106	171
external_short_Zika_virus_internal_3	0	0	152	0	0	0	84	159	279
external_short_Zika_virus_internal_4	0	0	271	0	0	0	0	0	124
external_short_sars-cov-2_Human_1	0	0	0	69	82	54	438	0	25
external_short_sars-cov-2_Human_10	0	0	0	60	114	57	402	0	0
external_short_sars-cov-2_Human_11	0	0	0	55	0	35	396	0	35
external_short_sars-cov-2_Human_12	37	64	0	0	0	44	394	0	0
external_short_sars-cov-2_Human_13	0	0	0	64	0	31	495	0	0
external_short_sars-cov-2_Human_14	0	0	0	42	73	44	442	0	0
external_short_sars-cov-2_Human_15	0	0	0	101	0	111	843	0	0
external_short_sars-cov-2_Human_16	0	0	0	80	0	56	379	0	43
external_short_sars-cov-2_Human_17	49	0	0	0	66	0	370	32	0
external_short_sars-cov-2_Human_18	0	68	51	58	0	40	317	0	0
external_short_sars-cov-2_Human_19	73	98	0	0	0	0	382	0	0
external_short_sars-cov-2_Human_2	0	0	0	59	0	53	431	0	0
external_short_sars-cov-2_Human_20	0	69	0	74	0	36	423	0	55
external_short_sars-cov-2_Human_21	42	0	101	77	0	0	360	0	0
external_short_sars-cov-2_Human_22	0	0	0	63	0	34	371	0	59
external_short_sars-cov-2_Human_23	46	30	24	17	20	11	392	1	3
external_short_sars-cov-2_Human_24	0	0	0	48	77	42	366	0	35
external_short_sars-cov-2_Human_25	0	0	0	37	0	43	379	0	63
external_short_sars-cov-2_Human_26	44	0	0	44	0	0	405	0	73
external_short_sars-cov-2_Human_27	0	59	78	55	0	54	279	0	0
external_short_sars-cov-2_Human_28	31	37	1	29	69	31	307	16	11
external_short_sars-cov-2_Human_29	0	0	50	36	0	34	415	0	0
external_short_sars-cov-2_Human_3	0	127	0	54	0	35	359	0	0
external_short_sars-cov-2_Human_30	51	71	0	0	0	0	385	0	43
external_short_sars-cov-2_Human_31	48	0	84	38	0	30	420	0	0
external_short_sars-cov-2_Human_32	106	0	0	0	0	0	477	0	0
external_short_sars-cov-2_Human_33	58	0	0	0	131	32	361	0	33
external_short_sars-cov-2_Human_34	0	70	0	70	127	44	344	0	0
external_short_sars-cov-2_Human_35	0	0	81	43	0	31	375	0	0
external_short_sars-cov-2_Human_36	0	0	66	59	0	29	380	0	0
external_short_sars-cov-2_Human_37	89	0	0	64	0	0	465	0	39
external_short_sars-cov-2_Human_38	63	0	0	56	0	0	438	0	0
external_short_sars-cov-2_Human_39	0	0	71	57	0	39	420	0	0
external_short_sars-cov-2_Human_4	0	0	0	177	180	141	1012	0	109
external_short_sars-cov-2_Human_40	43	0	0	0	77	56	336	0	28
external_short_sars-cov-2_Human_41	0	0	0	51	0	30	396	0	53
external_short_sars-cov-2_Human_42	0	0	0	69	0	75	409	0	29
external_short_sars-cov-2_Human_43	0	0	0	72	0	56	425	0	40
external_short_sars-cov-2_Human_44	30	0	0	33	0	36	373	0	67
external_short_sars-cov-2_Human_45	42	0	0	0	0	0	504	0	0
external_short_sars-cov-2_Human_46	0	0	0	55	0	63	410	0	0
external_short_sars-cov-2_Human_47	46	0	45	0	0	24	427	0	0
external_short_sars-cov-2_Human_48	0	0	0	66	0	40	450	0	51
external_short_sars-cov-2_Human_49	36	0	0	47	66	47	337	0	0
external_short_sars-cov-2_Human_5	59	0	0	0	121	55	388	0	50
external_short_sars-cov-2_Human_50	59	0	0	0	0	0	436	0	36
external_short_sars-cov-2_Human_51	38	0	78	67	0	60	540	0	0
external_short_sars-cov-2_Human_52	0	0	0	72	0	38	388	0	60
external_short_sars-cov-2_Human_53	0	0	64	54	0	45	388	0	0
external_short_sars-cov-2_Human_54	0	0	0	82	0	52	716	0	79
external_short_sars-cov-2_Human_55	0	0	0	48	0	55	420	0	38
external_short_sars-cov-2_Human_56	30	0	0	47	0	29	366	0	61
external_short_sars-cov-2_Human_57	0	0	0	59	106	28	383	0	60
external_short_sars-cov-2_Human_58	62	53	2	67	33	70	745	2	12
external_short_sars-cov-2_Human_59	32	28	19	49	90	12	288	6	24
external_short_sars-cov-2_Human_6	0	0	0	122	217	101	779	0	56
external_short_sars-cov-2_Human_60	18	11	9	41	52	7	361	5	22
external_short_sars-cov-2_Human_61	74	0	0	0	0	34	467	0	93
external_short_sars-cov-2_Human_62	50	0	0	0	0	66	377	0	66
external_short_sars-cov-2_Human_63	82	0	56	0	0	42	465	0	0
external_short_sars-cov-2_Human_64	90	0	0	0	0	0	452	0	37
external_short_sars-cov-2_Human_65	81	0	59	0	0	0	392	0	46
external_short_sars-cov-2_Human_66	0	0	0	44	0	39	427	0	37
external_short_sars-cov-2_Human_67	23	35	5	34	18	43	319	14	47
external_short_sars-cov-2_Human_68	87	0	53	0	74	0	339	0	27
external_short_sars-cov-2_Human_69	58	0	52	0	0	61	425	0	40
external_short_sars-cov-2_Human_7	0	0	0	79	117	86	501	0	65
external_short_sars-cov-2_Human_70	92	0	47	0	0	33	451	0	0
external_short_sars-cov-2_Human_71	60	0	78	0	0	54	344	0	42
external_short_sars-cov-2_Human_72	27	0	55	0	0	55	363	0	60
external_short_sars-cov-2_Human_73	62	0	76	0	0	0	484	0	0
external_short_sars-cov-2_Human_74	73	0	0	0	0	83	376	0	35
external_short_sars-cov-2_Human_75	114	0	0	0	0	0	458	0	33
external_short_sars-cov-2_Human_76	67	83	0	0	126	43	316	0	58
external_short_sars-cov-2_Human_77	49	0	0	0	0	42	397	0	48
external_short_sars-cov-2_Human_78	0	0	0	56	0	58	497	0	66
external_short_sars-cov-2_Human_79	123	0	0	0	0	0	500	0	81
external_short_sars-cov-2_Human_8	0	0	0	172	0	106	1160	0	130
external_short_sars-cov-2_Human_80	60	0	0	0	83	41	395	0	73
external_short_sars-cov-2_Human_81	64	0	0	0	0	44	433	0	49
external_short_sars-cov-2_Human_82	70	79	52	0	0	0	360	0	0
external_short_sars-cov-2_Human_83	56	134	0	0	95	0	275	0	0
external_short_sars-cov-2_Human_84	80	0	0	0	0	0	533	0	96
external_short_sars-cov-2_Human_85	69	0	0	0	66	0	329	0	104
external_short_sars-cov-2_Human_86	51	0	0	0	68	56	362	0	53
external_short_sars-cov-2_Human_87	67	0	0	0	0	24	392	0	70
external_short_sars-cov-2_Human_88	59	0	0	0	0	0	406	0	66
external_short_sars-cov-2_Human_89	61	85	0	0	89	0	356	0	35
external_short_sars-cov-2_Human_9	39	0	0	40	0	38	394	0	39
external_short_sars-cov-2_Human_90	58	0	107	0	92	0	356	0	0
external_short_sars-cov-2_Human_91	85	0	0	0	0	0	431	0	61
external_short_sars-cov-2_Human_92	48	0	54	0	143	0	245	0	52
external_short_sars-cov-2_Human_93	86	0	76	0	0	0	351	0	38
external_short_sars-cov-2_Human_94	72	0	0	0	96	0	329	0	64
external_short_sars-cov-2_Human_95	79	0	57	0	0	0	339	0	34
external_short_sars-cov-2_Human_96	38	0	0	0	76	40	329	0	87
external_short_sars-cov-2_Human_97	42	13	47	25	67	2	335	6	4
external_short_sars-cov-2_Human_98	43	0	0	0	93	0	355	0	56
external_short_sars-cov-2_internal_1	17	35	7	27	49	49	335	14	21
external_short_sars-cov-2_internal_10	81	0	0	0	0	0	463	0	96
external_short_sars-cov-2_internal_11	67	0	0	0	0	0	422	0	51
external_short_sars-cov-2_internal_12	50	0	0	0	62	0	410	0	0
external_short_sars-cov-2_internal_13	0	66	0	47	0	31	399	0	0
external_short_sars-cov-2_internal_14	0	0	0	44	92	45	356	0	27
external_short_sars-cov-2_internal_15	0	0	0	51	96	51	347	0	0
external_short_sars-cov-2_internal_16	0	0	0	34	124	26	354	0	25
external_short_sars-cov-2_internal_17	75	133	89	0	0	0	421	0	0
external_short_sars-cov-2_internal_18	61	0	0	0	0	30	398	0	101
external_short_sars-cov-2_internal_19	85	0	0	0	0	72	412	0	107
external_short_sars-cov-2_internal_2	0	0	0	74	0	36	431	0	38
external_short_sars-cov-2_internal_20	65	98	0	0	0	0	321	0	86
external_short_sars-cov-2_internal_21	43	0	60	0	78	35	333	0	59
external_short_sars-cov-2_internal_3	0	0	0	53	0	55	436	0	0
external_short_sars-cov-2_internal_4	0	0	0	33	86	27	419	0	0
external_short_sars-cov-2_internal_5	0	0	0	47	0	75	416	0	0
external_short_sars-cov-2_internal_6	0	0	0	36	99	35	378	0	22
external_short_sars-cov-2_internal_7	72	0	0	0	0	34	380	0	45
external_short_sars-cov-2_internal_8	52	0	0	54	80	0	294	0	63
external_short_sars-cov-2_internal_9	0	0	0	81	94	53	326	0	42
internal_long_Arena_GPC_1_internal_1	143	260	403	0	0	97	162	155	190
internal_long_Arena_GPC_1_internal_2	43	71	49	0	51	34	32	63	0
internal_long_Arena_GPC_2_internal_1	18	0	38	0	0	0	66	34	0
internal_long_Arena_GPC_3_internal_1	43	0	116	0	0	0	45	28	68
internal_long_Arena_GPC_5_internal_1	178	0	207	0	0	0	77	56	86
internal_long_Arena_GPC_5_internal_2	150	157	357	0	0	0	220	75	177
internal_long_Arena_GPC_5_internal_3	175	0	388	0	0	57	160	98	191
internal_long_Arena_GPC_5_internal_4	307	0	612	133	0	141	227	179	315
internal_long_Arena_GPC_5_internal_5	104	0	286	0	0	0	153	43	56
internal_long_Arena_GPC_5_internal_6	158	0	288	0	0	0	180	90	70
internal_long_Arena_GPC_5_internal_7	67	0	263	0	0	0	142	96	68
internal_long_Arena_GPC_5_internal_8	142	122	137	40	60	27	69	81	106
internal_long_Arena_GPC_5_internal_9	130	0	408	0	0	66	0	0	126
internal_long_Arena_L_2_internal_1	248	318	35	133	269	247	244	236	20
internal_long_Arena_L_2_internal_2	68	117	72	58	183	164	72	92	65
internal_long_Arena_L_2_internal_3	103	293	143	396	233	198	277	206	31
internal_long_Arena_L_2_internal_4	317	139	70	9	48	128	68	107	58
internal_long_Arena_L_2_internal_5	263	200	0	0	0	347	0	185	0
internal_long_Arena_L_2_internal_6	377	489	103	39	306	571	277	377	42
internal_long_Arena_NP_2_internal_1	156	200	33	2	124	229	140	162	26
internal_long_Arena_Z_1_internal_1	0	0	199	0	0	24	0	31	37
internal_long_Arena_Z_2_internal_1	0	65	73	0	0	0	0	34	106
internal_long_Arena_Z_3_internal_1	0	150	62	0	102	35	0	128	0
internal_long_Arena_Z_4_internal_1	0	83	362	0	0	0	0	0	199
internal_long_Arena_Z_4_internal_2	0	125	392	0	0	0	0	0	0
internal_long_Calici_CAPSID_PROTEIN_3_internal_1	0	1487	0	187	1574	211	0	0	567
internal_long_Calici_CAPSID_PROTEIN_4_internal_1	63	248	244	0	280	0	182	0	261
internal_long_Calici_C_2_internal_1	114	245	198	108	307	189	213	192	161
internal_long_Calici_C_2_internal_2	14	68	30	50	178	72	90	86	67
internal_long_Calici_C_2_internal_3	248	235	40	21	249	333	59	110	228
internal_long_Calici_C_2_internal_4	132	140	19	23	154	144	89	79	222
internal_long_Calici_C_2_internal_5	300	266	146	4	361	322	56	190	262
internal_long_Calici_C_2_internal_6	392	387	0	0	315	489	0	0	406
internal_long_Calici_C_2_internal_7	126	211	0	0	195	147	88	148	157
internal_long_Calici_LC_2_internal_1	169	0	620	0	1020	0	0	0	0
internal_long_Calici_LC_2_internal_2	77	0	171	0	407	0	0	0	0
internal_long_Calici_LC_2_internal_3	65	0	0	0	479	61	163	122	0
internal_long_Calici_LC_2_internal_4	207	0	539	0	1239	0	0	0	125
internal_long_Calici_NS1_2_2_internal_1	0	0	249	0	0	0	183	99	278
internal_long_Calici_NS1_2_2_internal_2	0	109	0	0	0	0	145	0	171
internal_long_Calici_NS4_2_internal_1	0	240	242	0	0	0	0	0	171
internal_long_Calici_NTPASE_2_internal_1	98	85	0	0	193	0	72	122	107
internal_long_Calici_NTPASE_2_internal_2	107	109	0	0	220	0	175	71	245
internal_long_Calici_ORF2_2_internal_1	19	86	37	18	306	23	79	167	56
internal_long_Calici_ORF2_2_internal_2	71	213	0	0	451	0	0	309	165
internal_long_Calici_ORF2_2_internal_3	32	106	10	24	344	3	76	184	49
internal_long_Calici_ORF2_2_internal_4	0	0	0	82	398	0	0	325	309
internal_long_Calici_ORF2_2_internal_5	49	139	0	0	489	0	0	358	221
internal_long_Calici_ORF2_2_internal_6	48	0	144	0	195	0	0	365	232
internal_long_Calici_ORF2_2_internal_7	0	212	0	61	406	0	0	291	220
internal_long_Calici_ORF2_2_internal_8	53	0	114	0	244	0	0	183	147
internal_long_Calici_ORF3_3_internal_1	17	0	79	0	133	0	108	0	52
internal_long_Calici_P15_2_internal_1	0	93	204	0	0	31	0	0	0
internal_long_Calici_P16_2_internal_1	0	61	71	0	0	0	86	0	173
internal_long_Calici_P22_3_internal_1	34	0	307	0	82	41	0	0	199
internal_long_Calici_P23_P26_2_internal_1	29	0	258	0	0	37	109	58	192
internal_long_Calici_P29_2_internal_1	42	0	318	0	0	81	0	189	95
internal_long_Calici_P30_2_internal_1	40	208	116	0	179	0	0	0	125
internal_long_Calici_P30_2_internal_2	16	52	85	0	33	0	0	0	0
internal_long_Calici_P30_VPG_2_internal_1	114	225	535	0	0	202	198	0	640
internal_long_Calici_P30_VPG_2_internal_10	25	118	182	4	17	2	174	23	147
internal_long_Calici_P30_VPG_2_internal_11	70	157	136	0	172	0	166	0	320
internal_long_Calici_P30_VPG_2_internal_12	92	0	225	0	144	0	201	0	351
internal_long_Calici_P30_VPG_2_internal_2	0	215	0	0	232	216	164	0	675
internal_long_Calici_P30_VPG_2_internal_3	0	0	267	0	0	69	168	0	196
internal_long_Calici_P30_VPG_2_internal_4	68	227	341	0	0	0	241	0	387
internal_long_Calici_P30_VPG_2_internal_5	23	3	154	12	54	23	100	88	221
internal_long_Calici_P30_VPG_2_internal_6	91	0	342	0	0	0	181	0	379
internal_long_Calici_P30_VPG_2_internal_7	39	86	142	0	0	71	127	113	136
internal_long_Calici_P30_VPG_2_internal_8	63	0	254	0	123	70	95	103	260
internal_long_Calici_P30_VPG_2_internal_9	36	167	155	0	123	74	155	139	175
internal_long_Calici_P32_2_internal_1	72	0	0	0	208	0	165	143	96
internal_long_Calici_P32_2_internal_2	51	54	104	18	155	13	155	148	87
internal_long_Calici_P32_2_internal_3	30	0	0	0	69	0	73	43	45
internal_long_Calici_P37_2_internal_1	0	0	258	0	0	0	0	207	265
internal_long_Calici_P37_2_internal_2	0	0	223	0	0	0	0	88	167
internal_long_Calici_P5.6_2_internal_1	0	46	0	0	47	0	29	18	0
internal_long_Calici_PRO_3_internal_1	0	0	595	0	0	169	0	1021	185
internal_long_Calici_PRO_3_internal_2	0	0	503	0	0	0	0	682	169
internal_long_Calici_PRO_3_internal_3	0	0	122	0	0	79	0	587	144
internal_long_Calici_PRO_3_internal_4	39	103	78	0	0	49	0	244	0
internal_long_Calici_PRO_POL_2_internal_1	80	0	164	0	287	151	193	101	167
internal_long_Calici_PRO_POL_2_internal_2	61	0	143	0	172	87	67	0	70
internal_long_Calici_PRO_POL_2_internal_3	86	0	163	0	152	108	75	0	133
internal_long_Calici_PRO_POL_2_internal_4	82	58	89	20	257	102	106	28	206
internal_long_Calici_PRO_POL_2_internal_5	60	0	165	0	252	146	0	0	124
internal_long_Calici_PRO_POL_2_internal_6	65	86	108	17	187	149	103	17	206
internal_long_Calici_PRO_POL_2_internal_7	174	0	277	0	309	154	148	83	287
internal_long_Calici_RDRP_2_internal_1	38	0	444	0	0	0	0	199	129
internal_long_Calici_RDRP_2_internal_2	10	0	49	0	0	0	0	48	25
internal_long_Calici_VP10_2_internal_1	0	0	122	0	0	0	85	0	0
internal_long_Calici_VP1_2_internal_1	41	0	178	0	221	37	69	0	78
internal_long_Calici_VP1_2_internal_10	45	280	239	62	520	40	163	108	228
internal_long_Calici_VP1_2_internal_11	36	104	118	46	278	39	100	44	84
internal_long_Calici_VP1_2_internal_12	51	153	175	47	318	85	28	83	154
internal_long_Calici_VP1_2_internal_13	23	232	112	57	313	59	49	82	74
internal_long_Calici_VP1_2_internal_14	45	69	120	0	139	0	89	0	92
internal_long_Calici_VP1_2_internal_15	44	193	206	59	367	72	84	56	129
internal_long_Calici_VP1_2_internal_16	314	658	1161	85	1564	236	437	284	681
internal_long_Calici_VP1_2_internal_17	327	1261	759	214	1871	263	619	423	823
internal_long_Calici_VP1_2_internal_18	206	537	868	123	1160	112	289	347	309
internal_long_Calici_VP1_2_internal_19	55	79	168	8	127	28	32	30	107
internal_long_Calici_VP1_2_internal_2	96	175	448	0	305	0	164	0	157
internal_long_Calici_VP1_2_internal_20	181	510	669	96	872	177	246	170	357
internal_long_Calici_VP1_2_internal_21	111	272	508	65	615	166	145	162	171
internal_long_Calici_VP1_2_internal_22	42	120	243	0	87	43	0	0	105
internal_long_Calici_VP1_2_internal_23	55	78	209	0	196	52	0	0	108
internal_long_Calici_VP1_2_internal_24	25	30	280	7	200	42	92	34	62
internal_long_Calici_VP1_2_internal_25	73	119	242	35	424	39	109	107	231
internal_long_Calici_VP1_2_internal_26	50	6	221	3	145	18	90	1	46
internal_long_Calici_VP1_2_internal_27	72	0	340	0	361	0	161	0	157
internal_long_Calici_VP1_2_internal_3	53	76	156	39	208	44	88	61	51
internal_long_Calici_VP1_2_internal_4	34	282	107	49	308	67	74	144	92
internal_long_Calici_VP1_2_internal_5	117	406	472	117	723	227	192	298	225
internal_long_Calici_VP1_2_internal_6	97	160	232	36	373	15	125	26	250
internal_long_Calici_VP1_2_internal_7	78	59	262	17	285	38	141	80	127
internal_long_Calici_VP1_2_internal_8	94	200	283	35	327	77	81	77	221
